episode_reward,step,true_episode_reward
14.537764312499998,32000,14.537764312499998
73.1411888125,48000,73.1411888125
73.700676125,64000,73.700676125
46.243661,80000,46.243661
48.100029437500005,96000,48.100029437500005
53.439316625,112000,53.439316625
44.106498375,128000,44.106498375
58.6028890625,144000,58.6028890625
57.56098675,160000,57.56098675
61.4861163125,176000,61.4861163125
79.8695710625,192000,79.8695710625
78.21367943749999,208000,78.21367943749999
86.1936405,224000,86.1936405
93.38235943750001,240000,93.38235943750001
101.411386875,256000,101.411386875
109.7784775,272000,109.7784775
113.473777875,288000,113.473777875
115.6841165,304000,115.6841165
128.3792989375,320000,128.3792989375
131.87396,336000,131.87396
135.94989325,352000,135.94989325
133.203493625,368000,133.203493625
148.94219262500002,384000,148.94219262500002
145.670373875,400000,145.670373875
154.3951069375,416000,154.3951069375
144.97419168750002,432000,144.97419168750002
156.50012387499999,448000,156.50012387499999
165.892657875,464000,165.892657875
171.8092245,480000,171.8092245
161.115505375,496000,161.115505375
169.5929559375,512000,169.5929559375
174.0882765625,528000,174.0882765625
186.99641075,544000,186.99641075
189.34970362500002,560000,189.34970362500002
208.605388,576000,208.605388
207.58361974999997,592000,207.58361974999997
199.26911099999998,608000,199.26911099999998
212.476398875,624000,212.476398875
204.9602116875,640000,204.9602116875
223.113128125,656000,223.113128125
216.72329737500002,672000,216.72329737500002
225.2573543125,688000,225.2573543125
220.5858119375,704000,220.5858119375
230.458296,720000,230.458296
226.68872831250002,736000,226.68872831250002
240.00356925,752000,240.00356925
249.9122726875,768000,249.9122726875
243.882669625,784000,243.882669625
245.6072030625,800000,245.6072030625
239.3955974375,816000,239.3955974375
243.5029926875,832000,243.5029926875
255.281992875,848000,255.281992875
251.612219375,864000,251.612219375
272.1667956875,880000,272.1667956875
267.60620331250004,896000,267.60620331250004
271.1406179375,912000,271.1406179375
263.97522781250007,928000,263.97522781250007
290.799315125,944000,290.799315125
282.5131190625,960000,282.5131190625
285.6365521875,976000,285.6365521875
295.83058531250003,992000,295.83058531250003
275.01193218749995,1008000,275.01193218749995
286.55498,1024000,286.55498
281.70754356249995,1040000,281.70754356249995
297.2665370625,1056000,297.2665370625
296.562188,1072000,296.562188
292.9650435,1088000,292.9650435
298.8562700625,1104000,298.8562700625
291.106363625,1120000,291.106363625
301.5741029375,1136000,301.5741029375
305.19459731250004,1152000,305.19459731250004
297.45769162499994,1168000,297.45769162499994
292.7484830625,1184000,292.7484830625
302.5134828125,1200000,302.5134828125
309.0724343125,1216000,309.0724343125
307.542498875,1232000,307.542498875
302.30478874999994,1248000,302.30478874999994
294.30486299999995,1264000,294.30486299999995
286.51354843750005,1280000,286.51354843750005
305.41811468749995,1296000,305.41811468749995
309.41375856250005,1312000,309.41375856250005
304.09148968750003,1328000,304.09148968750003
307.24888125,1344000,307.24888125
314.11915693749995,1360000,314.11915693749995
307.2104428125,1376000,307.2104428125
308.5129690625,1392000,308.5129690625
295.7293749375,1408000,295.7293749375
306.8751955625,1424000,306.8751955625
317.1479370625,1440000,317.1479370625
310.51384056250004,1456000,310.51384056250004
320.745941625,1472000,320.745941625
321.6815110625,1488000,321.6815110625
327.58266249999997,1504000,327.58266249999997
328.962529,1520000,328.962529
320.69755031249997,1536000,320.69755031249997
309.7071271875,1552000,309.7071271875
320.13332175,1568000,320.13332175
334.068396875,1584000,334.068396875
327.4900958125,1600000,327.4900958125
326.6935324375,1616000,326.6935324375
328.7178401875,1632000,328.7178401875
325.9294209375,1648000,325.9294209375
323.4132233125,1664000,323.4132233125
324.8812524375,1680000,324.8812524375
313.752299375,1696000,313.752299375
329.04679825,1712000,329.04679825
321.69190481249996,1728000,321.69190481249996
331.44532975000004,1744000,331.44532975000004
340.160016875,1760000,340.160016875
347.11706568750003,1776000,347.11706568750003
323.2325013125,1792000,323.2325013125
333.2662284375,1808000,333.2662284375
322.940351,1824000,322.940351
331.9062374375,1840000,331.9062374375
338.07083762499997,1856000,338.07083762499997
345.1271126875,1872000,345.1271126875
346.9222779375,1888000,346.9222779375
329.95167825,1904000,329.95167825
342.63894949999997,1920000,342.63894949999997
319.8424751875,1936000,319.8424751875
357.228469,1952000,357.228469
338.09283999999997,1968000,338.09283999999997
359.7358321875,1984000,359.7358321875
350.853168625,2000000,350.853168625
332.540705125,2016000,332.540705125
342.1275386875,2032000,342.1275386875
344.9101634375,2048000,344.9101634375
355.012717375,2064000,355.012717375
348.07083993750007,2080000,348.07083993750007
348.56094862500004,2096000,348.56094862500004
342.7989545625,2112000,342.7989545625
351.1873986875,2128000,351.1873986875
349.20547487500005,2144000,349.20547487500005
360.4002309375,2160000,360.4002309375
338.896097125,2176000,338.896097125
354.67890056249996,2192000,354.67890056249996
327.450736125,2208000,327.450736125
339.26596781250004,2224000,339.26596781250004
354.284168375,2240000,354.284168375
335.420128125,2256000,335.420128125
362.05908462499997,2272000,362.05908462499997
343.07646824999995,2288000,343.07646824999995
357.203399375,2304000,357.203399375
340.826967625,2320000,340.826967625
365.7373478125,2336000,365.7373478125
348.8014810625,2352000,348.8014810625
368.84538725,2368000,368.84538725
331.19979993749996,2384000,331.19979993749996
334.956811625,2400000,334.956811625
368.83633775,2416000,368.83633775
345.07819725,2432000,345.07819725
329.7609616875,2448000,329.7609616875
354.83696993750004,2464000,354.83696993750004
359.02738281250004,2480000,359.02738281250004
347.70311475000005,2496000,347.70311475000005
348.23495325,2512000,348.23495325
347.6765514375,2528000,347.6765514375
351.02092737500004,2544000,351.02092737500004
347.33091974999996,2560000,347.33091974999996
361.660445125,2576000,361.660445125
349.4594758125,2592000,349.4594758125
360.2337040625,2608000,360.2337040625
348.509368,2624000,348.509368
342.5388830625,2640000,342.5388830625
356.25391487499996,2656000,356.25391487499996
350.5848151875,2672000,350.5848151875
325.88875906250007,2688000,325.88875906250007
348.12354725,2704000,348.12354725
343.862250125,2720000,343.862250125
345.3344673125,2736000,345.3344673125
353.46722593749996,2752000,353.46722593749996
342.24726175,2768000,342.24726175
339.5419168125,2784000,339.5419168125
342.7820945625,2800000,342.7820945625
362.6775873125,2816000,362.6775873125
351.420301,2832000,351.420301
362.76804506250005,2848000,362.76804506250005
354.3353678125,2864000,354.3353678125
381.8745909375,2880000,381.8745909375
354.381865875,2896000,354.381865875
363.22938256250006,2912000,363.22938256250006
393.875853625,2928000,393.875853625
379.263326375,2944000,379.263326375
374.3853459375,2960000,374.3853459375
366.8313126875,2976000,366.8313126875
364.6511245625,2992000,364.6511245625
357.93582206250005,3008000,357.93582206250005
350.68138150000004,3024000,350.68138150000004
378.33844987500004,3040000,378.33844987500004
355.7805028125,3056000,355.7805028125
377.4379245625,3072000,377.4379245625
350.6146455,3088000,350.6146455
346.3212604375,3104000,346.3212604375
363.24006699999995,3120000,363.24006699999995
381.31617568750005,3136000,381.31617568750005
358.8808924375,3152000,358.8808924375
365.463478,3168000,365.463478
371.055780375,3184000,371.055780375
380.1468115,3200000,380.1468115
372.8604184375,3216000,372.8604184375
373.5012293125,3232000,373.5012293125
366.73673368749996,3248000,366.73673368749996
364.2619635625,3264000,364.2619635625
370.5927881875,3280000,370.5927881875
373.07286225,3296000,373.07286225
358.90319675,3312000,358.90319675
359.9087414375,3328000,359.9087414375
369.60527743750004,3344000,369.60527743750004
367.6084194375,3360000,367.6084194375
362.58048662500005,3376000,362.58048662500005
369.288702,3392000,369.288702
368.9623250625,3408000,368.9623250625
367.1715093125,3424000,367.1715093125
362.87421925,3440000,362.87421925
362.24608862499997,3456000,362.24608862499997
379.245956,3472000,379.245956
364.08123549999993,3488000,364.08123549999993
383.1737515625,3504000,383.1737515625
366.0936610625,3520000,366.0936610625
366.35732837499995,3536000,366.35732837499995
377.56451206249994,3552000,377.56451206249994
345.5260531875,3568000,345.5260531875
382.0321525625,3584000,382.0321525625
379.1078365625,3600000,379.1078365625
373.59389093749996,3616000,373.59389093749996
380.45623562500003,3632000,380.45623562500003
372.1381185625,3648000,372.1381185625
377.3236133125,3664000,377.3236133125
399.6063496875,3680000,399.6063496875
370.92577106249996,3696000,370.92577106249996
400.8345848125,3712000,400.8345848125
378.725152,3728000,378.725152
380.59461,3744000,380.59461
387.56471062500003,3760000,387.56471062500003
385.3292839375,3776000,385.3292839375
380.4895815,3792000,380.4895815
379.82357318749996,3808000,379.82357318749996
372.90104106250004,3824000,372.90104106250004
367.16783325,3840000,367.16783325
387.7500640625,3856000,387.7500640625
380.08242106250003,3872000,380.08242106250003
378.358858875,3888000,378.358858875
371.82839125,3904000,371.82839125
366.095528875,3920000,366.095528875
380.896443375,3936000,380.896443375
401.13169812499996,3952000,401.13169812499996
392.038469875,3968000,392.038469875
387.3046811875,3984000,387.3046811875
380.672843,4000000,380.672843